time,heartRate,hydration
2026-01-25D05:19:33.000000000,70,52.55
2026-01-25D05:20:19.000000000,69,54.79
2026-01-25D05:25:11.000000000,76,59.33
2026-01-25D05:28:02.000000000,74,51.75
2026-01-25D05:29:55.000000000,68,58.35
2026-01-25D05:30:35.000000000,72,53.74
2026-01-25D05:34:31.000000000,75,56.95
2026-01-25D05:38:24.000000000,80,57.18
2026-01-25D05:41:12.000000000,79,54.44
2026-01-25D05:42:29.000000000,77,54.47
2026-01-25D05:44:49.000000000,81,52.79
2026-01-25D05:46:03.000000000,73,56.73
2026-01-25D05:49:23.000000000,73,55.59
2026-01-25D05:53:56.000000000,79,54.66
2026-01-25D05:54:49.000000000,72,58
2026-01-25D05:57:03.000000000,74,54.19
2026-01-25D05:57:12.000000000,82,55.06
2026-01-25D05:57:43.000000000,72,55.32
2026-01-25D06:00:27.000000000,77,53.74
2026-01-25D06:03:00.000000000,73,53.09
2026-01-25D06:07:28.000000000,76,52.46
2026-01-25D06:11:22.000000000,73,54.53
2026-01-25D06:14:46.000000000,75,56.44
2026-01-25D06:15:40.000000000,72,53.92
2026-01-25D06:16:51.000000000,78,53.88
2026-01-25D06:17:53.000000000,75,52.88
2026-01-25D06:22:16.000000000,70,56.57
2026-01-25D06:24:30.000000000,85,57.04
2026-01-25D06:28:09.000000000,78,55.13
2026-01-25D06:31:05.000000000,76,49.45
2026-01-25D06:35:27.000000000,81,51.99
2026-01-25D06:37:13.000000000,81,52.98
2026-01-25D06:40:46.000000000,79,55.69
2026-01-25D06:45:41.000000000,86,52.64
2026-01-25D06:50:31.000000000,84,52.22
2026-01-25D06:52:31.000000000,76,52.57
2026-01-25D06:56:59.000000000,85,53.93
2026-01-25D06:59:33.000000000,74,53.07
2026-01-25D07:00:13.000000000,79,52.53
2026-01-25D07:05:04.000000000,83,48.08
2026-01-25D07:08:36.000000000,82,51.32
2026-01-25D07:10:26.000000000,84,53.68
2026-01-25D07:13:08.000000000,79,52.81
2026-01-25D07:15:13.000000000,81,50.09
2026-01-25D07:16:12.000000000,76,56.24
2026-01-25D07:16:28.000000000,80,49.7
2026-01-25D07:18:57.000000000,75,54.53
2026-01-25D07:21:17.000000000,79,48.65
2026-01-25D07:21:24.000000000,86,54.1
2026-01-25D07:23:52.000000000,81,49.72
2026-01-25D07:24:26.000000000,83,52.28
2026-01-25D07:28:27.000000000,84,47.95
2026-01-25D07:33:10.000000000,77,50.25
2026-01-25D07:35:09.000000000,81,49.34
2026-01-25D07:36:57.000000000,82,49.62
2026-01-25D07:38:59.000000000,76,50.47
2026-01-25D07:39:08.000000000,81,49.54
2026-01-25D07:43:20.000000000,80,49.16
2026-01-25D07:45:25.000000000,83,51.44
2026-01-25D07:50:15.000000000,86,47.58
2026-01-25D07:52:48.000000000,85,50.12
2026-01-25D07:54:16.000000000,89,50.24
2026-01-25D07:58:11.000000000,81,48.21
2026-01-25D08:03:03.000000000,89,49.03
2026-01-25D08:05:48.000000000,87,50.66
2026-01-25D08:10:24.000000000,85,50.45
2026-01-25D08:11:06.000000000,86,47.29
2026-01-25D08:14:56.000000000,88,49.14
2026-01-25D08:17:22.000000000,83,50.97
2026-01-25D08:22:18.000000000,81,50.43
2026-01-25D08:24:53.000000000,84,45.47
2026-01-25D08:26:51.000000000,88,51.82
2026-01-25D08:30:52.000000000,87,47.69
2026-01-25D08:32:02.000000000,91,50.4
2026-01-25D08:36:24.000000000,83,50.06
2026-01-25D08:40:37.000000000,85,52.53
2026-01-25D08:43:41.000000000,91,49.31
2026-01-25D08:46:55.000000000,85,48.97
2026-01-25D08:49:33.000000000,82,50.07
2026-01-25D08:52:53.000000000,92,46.16
2026-01-25D08:57:19.000000000,94,49.56
2026-01-25D08:59:46.000000000,74,47.67
2026-01-25D09:01:31.000000000,94,49.18
2026-01-25D09:05:39.000000000,93,45.21
2026-01-25D09:05:55.000000000,88,44.11
2026-01-25D09:09:58.000000000,104,50.68
2026-01-25D09:10:51.000000000,89,48.89
2026-01-25D09:11:37.000000000,89,51.93
2026-01-25D09:14:27.000000000,93,45.5
2026-01-25D09:15:53.000000000,79,47.96
2026-01-25D09:20:48.000000000,96,47.34
2026-01-25D09:23:30.000000000,89,46.39
2026-01-25D09:27:10.000000000,86,46.8
2026-01-25D09:29:52.000000000,90,46.59
2026-01-25D09:32:10.000000000,85,46.72
2026-01-25D09:33:21.000000000,99,45.48
2026-01-25D09:33:32.000000000,87,47.14
2026-01-25D09:33:50.000000000,92,45.14
2026-01-25D09:35:07.000000000,92,47.35
2026-01-25D09:37:54.000000000,89,45.14
2026-01-25D09:39:04.000000000,90,49.78
2026-01-25D09:41:18.000000000,90,44.83
2026-01-25D09:44:48.000000000,89,48.48
2026-01-25D09:49:28.000000000,99,47.71
2026-01-25D09:53:48.000000000,89,46.47
2026-01-25D09:58:18.000000000,96,46.52
2026-01-25D09:58:47.000000000,88,47.71
2026-01-25D10:03:32.000000000,96,46.48
2026-01-25D10:07:49.000000000,96,49.44
2026-01-25D10:12:42.000000000,90,44.69
2026-01-25D10:15:30.000000000,96,45.03
2026-01-25D10:17:09.000000000,92,43.4
2026-01-25D10:21:43.000000000,87,47.13
2026-01-25D10:23:37.000000000,88,45.66
2026-01-25D10:27:39.000000000,97,47.09
2026-01-25D10:28:08.000000000,89,46.2
2026-01-25D10:30:33.000000000,94,46.46
2026-01-25D10:32:34.000000000,94,47.06
2026-01-25D10:33:03.000000000,95,45.84
2026-01-25D10:34:26.000000000,94,47
2026-01-25D10:35:38.000000000,95,44.14
2026-01-25D10:38:35.000000000,99,42.34
2026-01-25D10:38:51.000000000,100,48
2026-01-25D10:43:43.000000000,90,43.19
2026-01-25D10:45:55.000000000,90,45.33
2026-01-25D10:47:35.000000000,94,48.8
2026-01-25D10:49:11.000000000,90,49.08
2026-01-25D10:51:36.000000000,92,47.68
2026-01-25D10:52:11.000000000,90,45.34
2026-01-25D10:52:35.000000000,100,44.68
2026-01-25D10:55:05.000000000,94,44.31
2026-01-25D10:57:49.000000000,98,45.65
2026-01-25D10:58:36.000000000,97,47.62
2026-01-25D11:02:54.000000000,91,47.96
2026-01-25D11:05:08.000000000,91,49.01
2026-01-25D11:06:12.000000000,96,46.85
2026-01-25D11:08:47.000000000,101,43.05
2026-01-25D11:13:38.000000000,98,45.19
2026-01-25D11:13:47.000000000,91,45.16
2026-01-25D11:18:17.000000000,97,47.46
2026-01-25D11:20:31.000000000,95,45.69
2026-01-25D11:25:02.000000000,98,41.89
2026-01-25D11:28:04.000000000,94,44.14
2026-01-25D11:32:21.000000000,99,45.68
2026-01-25D11:33:21.000000000,91,41.24
2026-01-25D11:34:48.000000000,98,47
2026-01-25D11:36:31.000000000,97,45.64
2026-01-25D11:39:04.000000000,95,46.72
2026-01-25D11:41:44.000000000,97,42.42
2026-01-25D11:44:58.000000000,97,40.8
2026-01-25D11:49:25.000000000,93,43.59
2026-01-25D11:50:49.000000000,93,45.11
2026-01-25D11:55:05.000000000,89,43.61
2026-01-25D11:56:46.000000000,95,41.26
2026-01-25D12:01:10.000000000,88,44.84
2026-01-25D12:05:34.000000000,99,42.26
2026-01-25D12:07:21.000000000,96,46.2
2026-01-25D12:08:05.000000000,93,45.62
2026-01-25D12:12:42.000000000,101,45.37
2026-01-25D12:14:27.000000000,97,47.71
2026-01-25D12:18:12.000000000,94,43.55
2026-01-25D12:20:20.000000000,98,40.25
2026-01-25D12:24:15.000000000,97,42.41
2026-01-25D12:27:17.000000000,101,45
2026-01-25D12:28:24.000000000,93,46.57
2026-01-25D12:30:24.000000000,98,45.83
2026-01-25D12:33:39.000000000,99,43.6
2026-01-25D12:34:45.000000000,103,45.01
2026-01-25D12:39:05.000000000,98,48.68
2026-01-25D12:39:16.000000000,95,47.03
2026-01-25D12:41:55.000000000,91,43.03
2026-01-25D12:43:31.000000000,92,44.88
2026-01-25D12:43:49.000000000,91,45.77
2026-01-25D12:47:42.000000000,96,44.92
2026-01-25D12:49:12.000000000,91,45.46
2026-01-25D12:51:29.000000000,95,43.56
2026-01-25D12:54:36.000000000,97,44.01
2026-01-25D12:55:42.000000000,97,45.11
2026-01-25D12:59:25.000000000,95,47.23
2026-01-25D13:03:35.000000000,98,44.32
2026-01-25D13:07:29.000000000,93,43.89
2026-01-25D13:08:52.000000000,92,43.83
2026-01-25D13:11:25.000000000,95,45.24
2026-01-25D13:13:47.000000000,92,44.46
2026-01-25D13:14:56.000000000,95,44.94
2026-01-25D13:15:13.000000000,90,45.29
2026-01-25D13:18:50.000000000,97,45.33
2026-01-25D13:22:56.000000000,96,44.94
2026-01-25D13:26:33.000000000,94,42.36
2026-01-25D13:29:38.000000000,93,44.88
2026-01-25D13:32:35.000000000,87,45.27
2026-01-25D13:35:19.000000000,101,42.55
2026-01-25D13:38:07.000000000,96,45.45
2026-01-25D13:41:19.000000000,101,43.46
2026-01-25D13:44:34.000000000,98,47.37
2026-01-25D13:48:54.000000000,98,48.58
2026-01-25D13:52:01.000000000,88,47.6
2026-01-25D13:54:02.000000000,95,49.01
2026-01-25D13:58:48.000000000,96,47.16
2026-01-25D14:02:08.000000000,96,43.66
2026-01-25D14:02:46.000000000,95,41.61
2026-01-25D14:03:42.000000000,92,47.5
2026-01-25D14:05:38.000000000,95,45.17
2026-01-25D14:09:54.000000000,93,47.48
2026-01-25D14:11:20.000000000,91,46.23
2026-01-25D14:15:16.000000000,96,46.84
2026-01-25D14:19:07.000000000,96,49.46
2026-01-25D14:23:04.000000000,88,46.26
2026-01-25D14:26:49.000000000,88,44.04
2026-01-25D14:27:35.000000000,87,45.61
2026-01-25D14:28:00.000000000,84,48.41
2026-01-25D14:28:46.000000000,96,46.88
2026-01-25D14:30:43.000000000,104,45.56
2026-01-25D14:32:32.000000000,94,47.07
2026-01-25D14:35:48.000000000,89,47.84
2026-01-25D14:36:09.000000000,88,45.57
2026-01-25D14:38:13.000000000,86,46.21
2026-01-25D14:40:26.000000000,96,43.83
2026-01-25D14:42:40.000000000,86,48.29
2026-01-25D14:43:44.000000000,93,49.86
2026-01-25D14:44:36.000000000,90,46.59
2026-01-25D14:45:09.000000000,92,49.27
2026-01-25D14:46:50.000000000,93,46.03
2026-01-25D14:47:04.000000000,90,48.47
2026-01-25D14:51:10.000000000,86,43.6
2026-01-25D14:55:06.000000000,95,47
2026-01-25D14:59:47.000000000,94,49.96
2026-01-25D15:04:35.000000000,87,46.23
2026-01-25D15:08:02.000000000,88,45.48
2026-01-25D15:12:13.000000000,90,48.88
2026-01-25D15:17:07.000000000,93,49.16
2026-01-25D15:21:35.000000000,96,48.57
2026-01-25D15:25:13.000000000,86,48.98
2026-01-25D15:28:37.000000000,77,47.89
2026-01-25D15:30:00.000000000,86,46.71
2026-01-25D15:32:57.000000000,88,48.87
2026-01-25D15:34:10.000000000,94,48.67
2026-01-25D15:35:41.000000000,89,47.3
2026-01-25D15:37:26.000000000,83,49.61
2026-01-25D15:37:38.000000000,92,49.82
2026-01-25D15:41:02.000000000,84,47.85
2026-01-25D15:42:33.000000000,86,52.53
2026-01-25D15:43:20.000000000,88,49.13
2026-01-25D15:45:13.000000000,87,46.9
2026-01-25D15:47:49.000000000,93,49.12
2026-01-25D15:48:10.000000000,86,50.4
2026-01-25D15:50:27.000000000,87,47.19
2026-01-25D15:52:59.000000000,78,48.7
2026-01-25D15:57:40.000000000,82,49.71
2026-01-25D16:01:36.000000000,83,50.48
2026-01-25D16:05:28.000000000,80,52.09
2026-01-25D16:07:51.000000000,82,49.59
2026-01-25D16:11:26.000000000,85,53.63
2026-01-25D16:11:58.000000000,76,49.38
2026-01-25D16:12:53.000000000,83,50.41
2026-01-25D16:17:18.000000000,84,48.54
2026-01-25D16:21:43.000000000,100,50.16
2026-01-25D16:21:55.000000000,87,52.26
2026-01-25D16:24:17.000000000,88,50.25
2026-01-25D16:24:59.000000000,79,50.93
2026-01-25D16:26:54.000000000,87,53.72
2026-01-25D16:30:38.000000000,81,52.51
2026-01-25D16:34:25.000000000,91,52.39
2026-01-25D16:36:45.000000000,79,47.95
2026-01-25D16:41:05.000000000,91,51.24
2026-01-25D16:41:58.000000000,79,51.91
2026-01-25D16:46:54.000000000,86,50.77
2026-01-25D16:48:16.000000000,79,50.51
2026-01-25D16:50:05.000000000,83,48.05
2026-01-25D16:52:58.000000000,81,51.06
2026-01-25D16:56:39.000000000,85,48.41
2026-01-25D16:58:42.000000000,76,54.16
2026-01-25D17:01:56.000000000,72,51.54
2026-01-25D17:06:15.000000000,75,54.69
2026-01-25D17:10:45.000000000,83,55.18
2026-01-25D17:13:18.000000000,82,55.66
2026-01-25D17:16:06.000000000,86,53.86
2026-01-25D17:18:30.000000000,82,54.38
2026-01-25D17:22:52.000000000,74,52.13
2026-01-25D17:27:25.000000000,80,53.65
2026-01-25D17:30:30.000000000,76,52.85
2026-01-25D17:33:14.000000000,77,55
2026-01-25D17:38:06.000000000,78,56.28
2026-01-25D17:42:58.000000000,88,53.29
2026-01-25D17:46:48.000000000,76,54.58
2026-01-25D17:47:03.000000000,74,53.29
2026-01-25D17:47:17.000000000,76,53.16
2026-01-25D17:51:52.000000000,73,55.11
2026-01-25D17:56:29.000000000,82,55.13
2026-01-25D17:59:36.000000000,77,53.03
2026-01-25D18:02:13.000000000,76,57.49
2026-01-25D18:04:21.000000000,82,57.39
2026-01-25D18:06:19.000000000,76,52.74
2026-01-25D18:11:01.000000000,71,54.18
2026-01-25D18:14:38.000000000,77,57.47
2026-01-25D18:17:34.000000000,77,56.19
2026-01-25D18:22:26.000000000,73,55.01
2026-01-25D18:25:24.000000000,71,59.17
2026-01-25D18:27:21.000000000,80,61.64
2026-01-25D18:29:27.000000000,70,55.35
2026-01-25D18:30:03.000000000,71,59.53
2026-01-25D18:33:49.000000000,57,54.89
2026-01-25D18:35:52.000000000,72,54.22
2026-01-25D18:36:35.000000000,69,56.52
2026-01-25D18:41:07.000000000,68,57.51
2026-01-25D18:45:04.000000000,78,53.49
2026-01-25D18:45:26.000000000,70,58.12
2026-01-25D18:47:59.000000000,67,59.61
2026-01-25D18:50:32.000000000,66,58.54
2026-01-25D18:52:42.000000000,71,57.29
2026-01-25D18:56:44.000000000,65,60.55
2026-01-25D18:59:03.000000000,67,59.27
2026-01-25D19:01:38.000000000,68,58.67
2026-01-25D19:05:38.000000000,78,56.62
2026-01-25D19:09:26.000000000,67,59.3
2026-01-25D19:12:53.000000000,76,53.45
2026-01-25D19:17:13.000000000,68,60.52
2026-01-25D19:18:43.000000000,60,58.15
2026-01-25D19:21:17.000000000,77,55.76
2026-01-25D19:25:16.000000000,66,57.7
2026-01-25D19:25:42.000000000,63,57.37
2026-01-25D19:30:31.000000000,62,58.66
2026-01-25D19:35:04.000000000,66,55.6
2026-01-25D19:39:26.000000000,67,60
2026-01-25D19:39:59.000000000,65,57.69
2026-01-25D19:43:36.000000000,68,59.96
2026-01-25D19:48:23.000000000,60,61.15
2026-01-25D19:49:17.000000000,67,62.67
2026-01-25D19:50:56.000000000,59,58.89
2026-01-25D19:52:28.000000000,69,62.47
2026-01-25D19:53:16.000000000,64,58.88
2026-01-25D19:57:58.000000000,68,57.85
2026-01-25D20:00:53.000000000,68,59.62
2026-01-25D20:04:06.000000000,71,61.56
2026-01-25D20:07:14.000000000,66,60.28
2026-01-25D20:07:21.000000000,59,62.22
2026-01-25D20:10:36.000000000,66,60.92
2026-01-25D20:12:38.000000000,63,59.24
2026-01-25D20:13:01.000000000,65,58.68
2026-01-25D20:13:28.000000000,63,62.38
2026-01-25D20:14:02.000000000,61,61.83
2026-01-25D20:19:01.000000000,68,59.16
2026-01-25D20:20:53.000000000,67,58.36
2026-01-25D20:25:38.000000000,62,60.59
2026-01-25D20:27:50.000000000,65,60.79
2026-01-25D20:31:43.000000000,64,58.75
2026-01-25D20:33:38.000000000,61,61.24
2026-01-25D20:35:58.000000000,59,60.07
2026-01-25D20:39:08.000000000,67,62.37
2026-01-25D20:41:36.000000000,69,61.5
2026-01-25D20:42:52.000000000,67,62.18
2026-01-25D20:45:05.000000000,61,59.5
2026-01-25D20:49:30.000000000,57,63.34
2026-01-25D20:49:37.000000000,61,61.2
2026-01-25D20:51:25.000000000,60,64.6
2026-01-25D20:55:13.000000000,65,61.31
2026-01-25D20:55:27.000000000,60,62.11
2026-01-25D20:59:22.000000000,78,61.35
2026-01-25D21:03:05.000000000,66,58.52
2026-01-25D21:04:15.000000000,64,65.66
2026-01-25D21:06:11.000000000,62,60.72
2026-01-25D21:06:28.000000000,59,59.79
2026-01-25D21:07:58.000000000,63,64.37
2026-01-25D21:11:56.000000000,65,62.86
2026-01-25D21:13:30.000000000,55,60.53
2026-01-25D21:14:28.000000000,56,64.28
2026-01-25D21:14:44.000000000,54,60.84
2026-01-25D21:18:17.000000000,58,58.07
2026-01-25D21:18:35.000000000,59,62.1
2026-01-25D21:20:40.000000000,68,62.11
2026-01-25D21:21:04.000000000,55,65.7
2026-01-25D21:22:23.000000000,60,64.26
2026-01-25D21:26:30.000000000,60,61.59
2026-01-25D21:30:17.000000000,60,62.12
2026-01-25D21:31:31.000000000,59,63.9
2026-01-25D21:35:06.000000000,58,61.68
2026-01-25D21:36:51.000000000,68,61.02
2026-01-25D21:40:01.000000000,55,61.67
2026-01-25D21:42:17.000000000,53,63.96
2026-01-25D21:44:12.000000000,57,67.01
2026-01-25D21:46:28.000000000,61,63.77
2026-01-25D21:46:52.000000000,65,61.41
2026-01-25D21:47:20.000000000,62,62.35
2026-01-25D21:51:11.000000000,59,60.89
2026-01-25D21:53:49.000000000,57,63.57
2026-01-25D21:58:46.000000000,59,59.75
2026-01-25D22:02:40.000000000,54,66.84
2026-01-25D22:06:06.000000000,53,63.27
2026-01-25D22:06:48.000000000,60,63.66
2026-01-25D22:11:12.000000000,54,62.28
2026-01-25D22:14:24.000000000,55,65.64
2026-01-25D22:15:25.000000000,65,67.98
2026-01-25D22:15:49.000000000,66,69.11
2026-01-25D22:20:26.000000000,57,66.58
2026-01-25D22:22:29.000000000,54,58.53
2026-01-25D22:23:44.000000000,64,62.75
2026-01-25D22:23:52.000000000,56,66.53
2026-01-25D22:27:37.000000000,62,64.72
2026-01-25D22:27:55.000000000,57,64.4
2026-01-25D22:28:02.000000000,62,67.64
2026-01-25D22:31:42.000000000,54,62.68
2026-01-25D22:35:35.000000000,56,63.87
2026-01-25D22:38:45.000000000,56,63.54
2026-01-25D22:39:44.000000000,55,59.25
2026-01-25D22:44:02.000000000,49,60.98
2026-01-25D22:44:30.000000000,56,65.8
2026-01-25D22:47:16.000000000,57,66.28
2026-01-25D22:49:58.000000000,54,64.44
2026-01-25D22:51:24.000000000,51,64.02
2026-01-25D22:54:07.000000000,59,67.05
2026-01-25D22:57:19.000000000,50,63.85
2026-01-25D22:58:23.000000000,61,64.57
2026-01-25D23:01:58.000000000,50,62.03
2026-01-25D23:04:34.000000000,51,65.27
2026-01-25D23:06:27.000000000,60,65.01
2026-01-25D23:07:47.000000000,56,64.98
2026-01-25D23:08:21.000000000,56,67.47
2026-01-25D23:10:22.000000000,53,65.57
2026-01-25D23:13:38.000000000,61,66.08
2026-01-25D23:14:01.000000000,61,68.53
2026-01-25D23:16:58.000000000,61,66.05
2026-01-25D23:20:50.000000000,55,66.11
2026-01-25D23:23:57.000000000,60,61.98
2026-01-25D23:25:54.000000000,52,62.65
2026-01-25D23:29:01.000000000,58,64.96
2026-01-25D23:31:31.000000000,55,64.66
2026-01-25D23:33:31.000000000,56,63.05
2026-01-25D23:35:28.000000000,57,64.36
2026-01-25D23:39:43.000000000,57,62.5
2026-01-25D23:43:58.000000000,57,65.36
2026-01-25D23:46:00.000000000,50,67.51
2026-01-25D23:48:45.000000000,54,65.83
2026-01-25D23:52:07.000000000,55,63.89
2026-01-25D23:56:31.000000000,52,67.16
2026-01-25D23:59:03.000000000,54,67.28
2026-01-25D00:03:07.000000000,49,64.95
2026-01-25D00:03:58.000000000,52,61.06
2026-01-25D00:07:20.000000000,49,64.49
2026-01-25D00:08:11.000000000,62,64.86
2026-01-25D00:09:33.000000000,56,59.63
2026-01-25D00:11:41.000000000,59,61.85
2026-01-25D00:13:00.000000000,58,64.19
2026-01-25D00:15:21.000000000,53,66.44
2026-01-25D00:16:55.000000000,50,63.49
2026-01-25D00:18:00.000000000,51,63.13
2026-01-25D00:20:22.000000000,54,66.66
2026-01-25D00:21:16.000000000,57,63
2026-01-25D00:25:39.000000000,56,63.42
2026-01-25D00:27:30.000000000,55,60.36
2026-01-25D00:29:27.000000000,53,62.71
2026-01-25D00:33:45.000000000,57,63.42
2026-01-25D00:35:47.000000000,57,64.25
2026-01-25D00:39:09.000000000,49,64.06
2026-01-25D00:40:04.000000000,61,67.09
2026-01-25D00:44:13.000000000,72,63.97
2026-01-25D00:44:52.000000000,53,63.41
2026-01-25D00:46:05.000000000,55,66.03
2026-01-25D00:46:58.000000000,47,62.65
2026-01-25D00:48:16.000000000,56,62.1
2026-01-25D00:51:32.000000000,53,65.83
2026-01-25D00:55:57.000000000,59,66.1
2026-01-25D00:57:11.000000000,51,62.95
2026-01-25D00:58:45.000000000,54,66.16
2026-01-25D01:03:09.000000000,52,63.19
2026-01-25D01:05:19.000000000,45,63.75
2026-01-25D01:09:14.000000000,62,59.8
2026-01-25D01:14:13.000000000,57,66.96
2026-01-25D01:16:26.000000000,56,66.96
2026-01-25D01:21:10.000000000,49,64.76
2026-01-25D01:22:54.000000000,54,66.33
2026-01-25D01:26:00.000000000,57,66.79
2026-01-25D01:28:58.000000000,58,65.54
2026-01-25D01:32:10.000000000,58,65.13
2026-01-25D01:33:11.000000000,57,62.82
2026-01-25D01:33:46.000000000,53,63.87
2026-01-25D01:35:14.000000000,62,65.16
2026-01-25D01:37:50.000000000,60,61.57
2026-01-25D01:38:30.000000000,55,61.23
2026-01-25D01:42:07.000000000,55,63.08
2026-01-25D01:43:57.000000000,52,65.71
2026-01-25D01:47:41.000000000,55,60.61
2026-01-25D01:50:28.000000000,59,63.91
2026-01-25D01:54:12.000000000,63,63.02
2026-01-25D01:58:46.000000000,57,64.3
2026-01-25D02:00:50.000000000,64,59.75
2026-01-25D02:03:56.000000000,64,62.58
2026-01-25D02:05:46.000000000,54,61.78
2026-01-25D02:09:27.000000000,57,68.03
2026-01-25D02:12:56.000000000,59,64.64
2026-01-25D02:14:10.000000000,62,63.83
2026-01-25D02:14:58.000000000,56,63.22
2026-01-25D02:18:50.000000000,62,61.48
2026-01-25D02:21:58.000000000,56,64.51
2026-01-25D02:23:49.000000000,57,62.01
2026-01-25D02:25:17.000000000,58,62.84
2026-01-25D02:29:31.000000000,50,62.11
2026-01-25D02:29:56.000000000,59,65.3
2026-01-25D02:33:16.000000000,59,63.5
2026-01-25D02:36:18.000000000,59,64.43
2026-01-25D02:36:29.000000000,63,65.8
2026-01-25D02:37:43.000000000,57,62.94
2026-01-25D02:39:54.000000000,60,63.95
2026-01-25D02:42:38.000000000,55,58.86
2026-01-25D02:46:50.000000000,56,61.63
2026-01-25D02:50:17.000000000,61,59.74
2026-01-25D02:52:49.000000000,63,63.4
2026-01-25D02:55:16.000000000,72,61.97
2026-01-25D02:58:39.000000000,65,62.02
2026-01-25D03:01:17.000000000,63,65.35
2026-01-25D03:03:43.000000000,61,60.52
2026-01-25D03:06:32.000000000,66,60.58
2026-01-25D03:06:57.000000000,69,63.35
2026-01-25D03:08:23.000000000,65,63.7
2026-01-25D03:09:36.000000000,60,58.24
2026-01-25D03:11:51.000000000,62,58.81
2026-01-25D03:13:22.000000000,65,63.96
2026-01-25D03:17:04.000000000,65,63.78
2026-01-25D03:19:49.000000000,56,57.57
2026-01-25D03:22:51.000000000,59,61.55
2026-01-25D03:24:52.000000000,58,57.14
2026-01-25D03:28:12.000000000,56,61.51
2026-01-25D03:29:42.000000000,62,60.36
2026-01-25D03:34:35.000000000,65,60.85
2026-01-25D03:36:00.000000000,62,61.89
2026-01-25D03:38:36.000000000,63,60.68
2026-01-25D03:39:41.000000000,56,57.56
2026-01-25D03:40:46.000000000,59,61.18
2026-01-25D03:41:18.000000000,62,59.07
2026-01-25D03:42:05.000000000,63,57.1
2026-01-25D03:44:58.000000000,48,63.43
2026-01-25D03:46:28.000000000,62,59.37
2026-01-25D03:49:29.000000000,68,61.37
2026-01-25D03:49:50.000000000,66,59.56
2026-01-25D03:51:32.000000000,66,63.1
2026-01-25D03:54:54.000000000,58,62.8
2026-01-25D03:56:36.000000000,64,61.3
2026-01-25D03:57:45.000000000,69,60.06
2026-01-25D03:57:54.000000000,58,60.19
2026-01-25D03:58:00.000000000,69,61.47
2026-01-25D03:58:26.000000000,74,62.01
2026-01-25D04:00:22.000000000,58,56.67
2026-01-25D04:01:23.000000000,59,63
2026-01-25D04:02:33.000000000,68,58.12
2026-01-25D04:04:15.000000000,66,59.56
2026-01-25D04:06:43.000000000,60,60.52
2026-01-25D04:08:52.000000000,71,59.95
2026-01-25D04:11:43.000000000,63,57.6
2026-01-25D04:13:13.000000000,60,59.13
2026-01-25D04:14:33.000000000,65,60.99
2026-01-25D04:19:31.000000000,72,56.02
2026-01-25D04:20:34.000000000,64,59.82
2026-01-25D04:22:56.000000000,68,58.74
2026-01-25D04:24:39.000000000,61,63.48
2026-01-25D04:27:55.000000000,73,58.93
2026-01-25D04:32:02.000000000,62,61.39
2026-01-25D04:32:55.000000000,66,59.82
2026-01-25D04:33:31.000000000,74,56.84
2026-01-25D04:38:12.000000000,62,55.24
2026-01-25D04:38:36.000000000,67,55.59
2026-01-25D04:41:14.000000000,66,59.64
2026-01-25D04:42:26.000000000,72,55.52
2026-01-25D04:46:04.000000000,66,59.27
2026-01-25D04:48:31.000000000,72,59.03
2026-01-25D04:52:27.000000000,67,62.16
2026-01-25D04:56:04.000000000,69,58.99
2026-01-25D04:57:27.000000000,77,57.45
2026-01-25D05:01:05.000000000,69,55.9
2026-01-25D05:03:05.000000000,76,55.45
2026-01-25D05:04:41.000000000,72,57.67
2026-01-25D05:09:15.000000000,74,56.45
2026-01-25D05:12:07.000000000,71,54.63
2026-01-25D05:13:09.000000000,66,56.89
2026-01-25D05:17:57.000000000,61,57.44
2026-01-25D05:18:27.000000000,67,58.69
2026-01-25D05:19:37.000000000,74,52.95
2026-01-25D05:23:49.000000000,69,54.46
2026-01-25D05:28:07.000000000,65,53.73
2026-01-25D05:28:55.000000000,65,57.67
2026-01-25D05:30:36.000000000,81,57.63
2026-01-25D05:31:22.000000000,74,57.61
2026-01-25D05:35:13.000000000,78,59.66
2026-01-25D05:39:39.000000000,71,54.64
2026-01-25D05:42:30.000000000,78,57.97
2026-01-25D05:47:13.000000000,78,56.68
2026-01-25D05:48:46.000000000,82,51.34
2026-01-25D05:51:48.000000000,76,55.43
2026-01-25D05:55:09.000000000,78,57.1
2026-01-25D05:59:40.000000000,75,54.21
2026-01-25D06:04:12.000000000,73,54.66
2026-01-25D06:05:30.000000000,81,54.22
2026-01-25D06:05:42.000000000,79,58.89
2026-01-25D06:08:30.000000000,78,55.76
2026-01-25D06:09:59.000000000,77,56.98
2026-01-25D06:11:15.000000000,74,57.49
2026-01-25D06:12:14.000000000,76,55.71
2026-01-25D06:13:05.000000000,76,53.45
2026-01-25D06:17:07.000000000,76,55.16
2026-01-25D06:18:55.000000000,76,54.39
2026-01-25D06:22:29.000000000,74,53.82
2026-01-25D06:23:15.000000000,73,52.57
2026-01-25D06:27:47.000000000,83,53.22
2026-01-25D06:32:14.000000000,79,49.14
2026-01-25D06:36:37.000000000,76,55.16
2026-01-25D06:41:24.000000000,83,50.57
2026-01-25D06:43:22.000000000,87,53.52
2026-01-25D06:44:06.000000000,79,54.63
2026-01-25D06:47:50.000000000,93,55.53
2026-01-25D06:50:03.000000000,74,52.75
2026-01-25D06:50:15.000000000,84,56.73
